name,phone,certificate,birth,address,received_at,status,route,note
최선옥,010-1666-9311,한식조리기능사,1948-01-07,부산 부산남부시험장,2026-08-15 15:36:00,접수완료,본인단독,기능사
노정순,010-3446-7295,지게차운전기능사,1948-09-03,서울 서울2시험장,2026-08-09 17:16:00,취소,가족보조,기능사
백철수,010-9854-7324,굴착기운전기능사,1950-08-11,강원 춘천시험장,2026-08-10 22:46:00,접수완료,가족보조,기능사
강복남,010-4303-9001,한식조리기능사,1949-03-11,울산 울산시험장,2026-08-07 12:42:00,접수완료,가족보조,기능사
임영호,010-3708-9777,지게차운전기능사,1954-12-16,대전 대전시험장,2026-08-13 19:27:00,접수완료,복지관,기능사
허경자,010-7450-8079,지게차운전기능사,1966-01-22,대구 대구시험장,2026-08-18 18:18:00,접수완료,본인단독,기능사
이영자,010-6902-3094,한식조리기능사,1930-04-08,광주 광주시험장,2026-08-15 12:48:00,접수완료,가족보조,기능사
한종수,010-4900-1925,굴착기운전기능사,1930-07-05,전남 순천시험장,2026-08-05 19:17:00,접수완료,복지관,기능사
정귀순,010-9163-6648,한식조리기능사,1931-06-18,대전 대전시험장,2026-08-13 14:35:00,접수완료,가족보조,기능사
정병수,010-1331-9633,굴착기운전기능사,1960-05-04,경남 창원시험장,2026-08-08 17:04:00,취소,복지관,기능사
박말순,010-1196-7123,지게차운전기능사,1959-10-24,제주 제주시험장,2026-08-07 16:45:00,접수완료,복지관,기능사
이용기,010-8279-8269,전기기능사,1951-10-26,강원 춘천시험장,2026-08-04 15:20:00,접수완료,복지관,기능사
권정순,010-6057-9037,한식조리기능사,1943-06-03,경기 수원시험장,2026-08-18 17:58:00,취소,가족보조,기능사
허갑순,010-4498-7501,지게차운전기능사,1952-07-25,경북 포항시험장,2026-08-07 18:08:00,접수완료,복지관,기능사
정두만,010-1575-6311,지게차운전기능사,1956-11-27,광주 광주시험장,2026-08-19 13:10:00,접수완료,본인단독,기능사
고두만,010-3927-3128,지게차운전기능사,1942-11-01,광주 광주시험장,2026-08-06 15:30:00,접수완료,가족보조,기능사
신동호,010-9362-2225,한식조리기능사,1962-03-08,세종 세종시험장,2026-08-03 09:48:00,접수완료,가족보조,기능사
권영숙,010-4354-3964,지게차운전기능사,1935-05-03,대구 대구시험장,2026-08-12 15:08:00,접수완료,본인단독,기능사
황상원,010-5830-8834,지게차운전기능사,1960-02-12,세종 세종시험장,2026-08-17 22:30:00,접수완료,가족보조,기능사
양상원,010-8599-6720,전기기능사,1946-07-01,경기 고양시험장,2026-08-03 16:21:00,접수완료,가족보조,기능사
윤필순,010-8004-9450,지게차운전기능사,1964-11-27,전북 전주시험장,2026-08-16 20:19:00,접수완료,본인단독,기능사
구병수,010-6870-9054,지게차운전기능사,1955-06-02,전북 전주시험장,2026-08-07 17:40:00,접수완료,복지관,기능사
임명자,010-3041-8529,지게차운전기능사,1942-01-06,제주 제주시험장,2026-08-03 21:29:00,접수완료,복지관,기능사
하옥희,010-1267-1232,한식조리기능사,1944-09-16,경기 성남시험장,2026-08-10 14:27:00,접수완료,가족보조,기능사
류태호,010-4655-7103,지게차운전기능사,1965-08-18,세종 세종시험장,2026-08-18 22:53:00,접수완료,가족보조,기능사
정동석,010-2134-2772,전기기능사,1929-10-13,광주 광주시험장,2026-08-17 09:40:00,결제대기,가족보조,기능사
오상길,010-3896-5626,지게차운전기능사,1950-10-14,전북 전주시험장,2026-08-04 21:31:00,접수완료,본인단독,기능사
남영호,010-4623-9188,굴착기운전기능사,1940-10-28,충북 청주시험장,2026-08-17 21:15:00,접수완료,가족보조,기능사
성말순,010-8858-3917,전기기능사,1933-05-15,전북 전주시험장,2026-08-09 18:02:00,접수완료,복지관,기능사
노말자,010-9944-2732,굴착기운전기능사,1954-12-07,서울 서울1시험장,2026-08-12 11:00:00,접수완료,가족보조,기능사
박병수,010-7973-1443,한식조리기능사,1960-12-18,부산 부산시험장,2026-08-07 22:18:00,접수완료,본인단독,기능사
강명자,010-3730-5751,한식조리기능사,1950-04-22,전남 순천시험장,2026-08-09 18:44:00,접수완료,복지관,기능사
임영수,010-7559-3533,전기기능사,1937-09-21,인천 인천시험장,2026-08-16 22:49:00,접수완료,복지관,기능사
전점순,010-7310-6228,한식조리기능사,1945-01-20,강원 춘천시험장,2026-08-18 18:31:00,접수완료,복지관,기능사
윤동호,010-3600-1677,전기기능사,1962-06-18,부산 부산시험장,2026-08-07 17:39:00,접수완료,복지관,기능사
백용기,010-4371-8223,굴착기운전기능사,1937-02-02,충남 천안시험장,2026-08-16 18:25:00,접수완료,복지관,기능사
남경자,010-1012-3090,한식조리기능사,1950-06-25,경기 성남시험장,2026-08-01 10:23:00,접수완료,가족보조,기능사
성상길,010-2624-7283,전기기능사,1934-01-09,전남 순천시험장,2026-08-08 17:01:00,접수완료,본인단독,기능사
임성호,010-3796-5378,굴착기운전기능사,1936-06-11,제주 제주시험장,2026-08-11 09:40:00,접수완료,복지관,기능사
문철수,010-8887-2757,한식조리기능사,1937-09-23,충북 청주시험장,2026-08-07 15:19:00,접수완료,복지관,기능사
한재호,010-6341-1185,전기기능사,1950-01-16,강원 춘천시험장,2026-08-03 11:20:00,접수완료,가족보조,기능사
민용기,010-1081-4353,굴착기운전기능사,1961-03-17,경기 수원시험장,2026-08-01 09:22:00,결제대기,본인단독,기능사
이근호,010-9967-5161,전기기능사,1963-05-24,전남 순천시험장,2026-08-07 14:00:00,취소,가족보조,기능사
노말순,010-9890-6004,한식조리기능사,1937-03-05,전남 순천시험장,2026-08-07 13:13:00,접수완료,가족보조,기능사
전필호,010-3480-2958,굴착기운전기능사,1945-03-05,세종 세종시험장,2026-08-03 20:20:00,접수완료,복지관,기능사
심말자,010-6689-2608,지게차운전기능사,1958-12-16,경북 포항시험장,2026-08-13 12:28:00,접수완료,본인단독,기능사
김일남,010-5550-6345,한식조리기능사,1946-03-04,광주 광주시험장,2026-08-17 20:47:00,접수완료,본인단독,기능사
조금순,010-4011-9339,전기기능사,1942-03-23,세종 세종시험장,2026-08-13 18:23:00,취소,가족보조,기능사
양광수,010-6930-5691,굴착기운전기능사,1930-11-04,서울 서울남부시험장,2026-08-02 13:32:00,접수완료,가족보조,기능사
하춘자,010-2899-7602,굴착기운전기능사,1948-03-26,인천 인천시험장,2026-08-17 19:02:00,접수완료,본인단독,기능사
우선옥,010-6170-1608,한식조리기능사,1934-02-16,부산 부산남부시험장,2026-08-10 20:44:00,접수완료,가족보조,기능사
강철수,010-8074-8826,전기기능사,1941-05-07,부산 부산시험장,2026-08-13 22:47:00,접수완료,본인단독,기능사
곽계순,010-5231-1145,한식조리기능사,1948-12-09,전북 전주시험장,2026-08-05 20:53:00,접수완료,복지관,기능사
신상원,010-4931-6505,전기기능사,1951-05-21,대전 대전시험장,2026-08-02 13:35:00,접수완료,복지관,기능사
최용기,010-1155-5509,한식조리기능사,1947-01-01,경기 성남시험장,2026-08-02 21:38:00,접수완료,가족보조,기능사
고복남,010-9856-4321,전기기능사,1931-04-22,대전 대전시험장,2026-08-13 21:36:00,접수완료,복지관,기능사
권병수,010-4754-9882,한식조리기능사,1931-10-06,경기 수원시험장,2026-08-15 15:08:00,접수완료,복지관,기능사
서철수,010-8106-1976,한식조리기능사,1954-12-20,경남 창원시험장,2026-08-14 10:11:00,접수완료,복지관,기능사
민영호,010-2969-5452,전기기능사,1960-04-18,제주 제주시험장,2026-08-08 17:52:00,접수완료,복지관,기능사
서옥희,010-1306-7092,한식조리기능사,1965-07-27,제주 제주시험장,2026-08-03 10:12:00,취소,복지관,기능사
허봉숙,010-2755-2091,한식조리기능사,1939-03-11,전남 순천시험장,2026-08-11 12:00:00,취소,가족보조,기능사
민순옥,010-1149-2899,한식조리기능사,1941-09-02,충북 청주시험장,2026-08-02 17:49:00,접수완료,복지관,기능사
차선옥,010-1191-2702,전기기능사,1931-10-27,강원 춘천시험장,2026-08-13 12:30:00,접수완료,가족보조,기능사
민계순,010-6363-2007,전기기능사,1928-01-27,경기 고양시험장,2026-08-02 18:37:00,접수완료,가족보조,기능사
차영호,010-7314-6077,지게차운전기능사,1938-09-11,광주 광주시험장,2026-08-14 11:44:00,취소,복지관,기능사
최필순,010-4050-1078,굴착기운전기능사,1966-04-27,서울 서울1시험장,2026-08-02 22:33:00,접수완료,가족보조,기능사
주갑수,010-2941-3790,굴착기운전기능사,1933-09-11,세종 세종시험장,2026-08-11 18:34:00,취소,가족보조,기능사
오갑순,010-4985-5541,한식조리기능사,1963-05-27,충남 천안시험장,2026-08-09 10:54:00,접수완료,복지관,기능사
류병수,010-1764-5564,굴착기운전기능사,1934-03-23,전남 순천시험장,2026-08-19 22:21:00,접수완료,본인단독,기능사
유복순,010-8019-3634,굴착기운전기능사,1947-12-04,전남 순천시험장,2026-08-17 22:16:00,접수완료,복지관,기능사
송복순,010-1907-3880,한식조리기능사,1946-09-25,전남 순천시험장,2026-08-05 11:34:00,접수완료,가족보조,기능사
권일남,010-7543-6927,지게차운전기능사,1932-04-26,서울 서울1시험장,2026-08-01 09:48:00,접수완료,복지관,기능사
하두만,010-3318-3320,전기기능사,1941-12-17,경남 창원시험장,2026-08-19 19:14:00,접수완료,본인단독,기능사
안갑수,010-3952-7036,지게차운전기능사,1954-03-24,강원 춘천시험장,2026-08-19 16:19:00,취소,가족보조,기능사
손선옥,010-8767-3043,지게차운전기능사,1960-08-02,울산 울산시험장,2026-08-07 22:31:00,취소,복지관,기능사
권미자,010-7216-3677,지게차운전기능사,1937-03-27,경기 성남시험장,2026-08-02 18:07:00,결제대기,본인단독,기능사
황금순,010-4127-7231,전기기능사,1945-11-20,강원 춘천시험장,2026-08-04 21:40:00,접수완료,가족보조,기능사
이정호,010-6839-5584,전기기능사,1947-05-05,충북 청주시험장,2026-08-06 11:32:00,접수완료,가족보조,기능사
허정순,010-3655-8486,굴착기운전기능사,1959-11-24,인천 인천시험장,2026-08-18 14:28:00,접수완료,가족보조,기능사
문정자,010-8967-3968,지게차운전기능사,1935-08-21,경북 포항시험장,2026-08-07 13:33:00,접수완료,복지관,기능사
심영수,010-5121-2060,굴착기운전기능사,1952-02-17,부산 부산남부시험장,2026-08-09 16:35:00,접수완료,본인단독,기능사
전옥분,010-8088-7231,한식조리기능사,1960-09-12,충남 천안시험장,2026-08-17 18:43:00,접수완료,본인단독,기능사
주봉숙,010-8889-2911,전기기능사,1954-07-13,서울 서울남부시험장,2026-08-02 09:37:00,접수완료,복지관,기능사
장봉숙,010-2721-5703,한식조리기능사,1952-10-15,울산 울산시험장,2026-08-01 15:24:00,접수완료,가족보조,기능사
홍순자,010-3874-9489,한식조리기능사,1930-11-17,광주 광주시험장,2026-08-09 12:16:00,접수완료,본인단독,기능사
김복남,010-9274-6683,굴착기운전기능사,1950-11-19,강원 춘천시험장,2026-08-18 20:44:00,취소,가족보조,기능사
윤상길,010-6341-5695,굴착기운전기능사,1962-06-04,전남 순천시험장,2026-08-15 10:09:00,접수완료,복지관,기능사
문점순,010-6247-3096,굴착기운전기능사,1940-01-08,충북 청주시험장,2026-08-10 20:52:00,결제대기,가족보조,기능사
박필호,010-8323-9711,전기기능사,1936-02-19,경남 창원시험장,2026-08-11 18:59:00,접수완료,복지관,기능사
안춘자,010-1153-4396,한식조리기능사,1955-02-19,부산 부산시험장,2026-08-03 22:49:00,접수완료,복지관,기능사
백선옥,010-8419-3418,전기기능사,1941-05-10,대전 대전시험장,2026-08-13 17:43:00,접수완료,가족보조,기능사
유영호,010-1096-7081,지게차운전기능사,1943-10-15,제주 제주시험장,2026-08-19 09:46:00,접수완료,가족보조,기능사
곽귀순,010-7740-1413,굴착기운전기능사,1962-12-03,충북 청주시험장,2026-08-12 13:54:00,접수완료,본인단독,기능사
민성호,010-4125-4523,전기기능사,1928-05-02,제주 제주시험장,2026-08-14 15:02:00,접수완료,복지관,기능사
우철수,010-3065-6704,굴착기운전기능사,1957-03-12,경남 창원시험장,2026-08-06 14:56:00,접수완료,가족보조,기능사
황복남,010-2979-3786,지게차운전기능사,1931-02-17,광주 광주시험장,2026-08-13 13:46:00,접수완료,복지관,기능사
노귀순,010-1090-8760,전기기능사,1940-03-25,세종 세종시험장,2026-08-04 22:45:00,접수완료,가족보조,기능사
배갑수,010-9667-1422,한식조리기능사,1936-10-13,경기 고양시험장,2026-08-10 21:55:00,접수완료,복지관,기능사
류재호,010-8424-1508,굴착기운전기능사,1955-09-18,제주 제주시험장,2026-08-07 09:53:00,접수완료,복지관,기능사
안순자,010-3399-7523,굴착기운전기능사,1947-07-20,부산 부산남부시험장,2026-08-15 10:44:00,접수완료,본인단독,기능사
심순옥,010-9150-8316,전기기능사,1964-07-23,대구 대구시험장,2026-08-19 16:57:00,취소,본인단독,기능사
노필호,010-4587-5477,전기기능사,1949-06-02,강원 춘천시험장,2026-08-11 17:23:00,접수완료,본인단독,기능사
문복순,010-8819-5423,지게차운전기능사,1959-09-18,대전 대전시험장,2026-08-06 22:33:00,결제대기,본인단독,기능사
송춘희,010-2686-1853,지게차운전기능사,1944-11-14,대전 대전시험장,2026-08-01 16:48:00,접수완료,가족보조,기능사
우근호,010-5375-6720,지게차운전기능사,1958-11-09,세종 세종시험장,2026-08-18 19:37:00,취소,복지관,기능사
최경자,010-4237-7631,한식조리기능사,1946-11-04,경남 창원시험장,2026-08-13 20:03:00,접수완료,가족보조,기능사
성동석,010-6138-2442,굴착기운전기능사,1942-01-22,서울 서울1시험장,2026-08-01 11:06:00,접수완료,복지관,기능사
주영자,010-2487-4634,굴착기운전기능사,1956-06-17,서울 서울2시험장,2026-08-08 14:24:00,접수완료,본인단독,기능사
송영호,010-9679-7438,전기기능사,1936-04-27,세종 세종시험장,2026-08-19 19:43:00,접수완료,가족보조,기능사
성복순,010-5056-1835,전기기능사,1963-09-06,대전 대전시험장,2026-08-17 18:19:00,접수완료,복지관,기능사
허상원,010-4616-1699,지게차운전기능사,1944-12-12,서울 서울2시험장,2026-08-12 19:47:00,접수완료,복지관,기능사
우금순,010-2129-9137,굴착기운전기능사,1936-12-24,전남 순천시험장,2026-08-05 11:36:00,접수완료,복지관,기능사
전복순,010-3973-7280,지게차운전기능사,1966-10-28,대구 대구시험장,2026-08-15 19:29:00,접수완료,본인단독,기능사
최기철,010-9450-5182,지게차운전기능사,1932-05-22,경북 포항시험장,2026-08-15 20:29:00,접수완료,본인단독,기능사
양만수,010-1894-9253,한식조리기능사,1948-11-28,광주 광주시험장,2026-08-07 17:17:00,접수완료,본인단독,기능사
박봉숙,010-7961-8477,굴착기운전기능사,1940-02-03,경북 포항시험장,2026-08-17 09:07:00,접수완료,본인단독,기능사
권종수,010-8524-6384,굴착기운전기능사,1929-06-28,울산 울산시험장,2026-08-06 14:37:00,접수완료,본인단독,기능사
심근호,010-2803-5533,지게차운전기능사,1937-07-14,인천 인천시험장,2026-08-19 18:51:00,접수완료,본인단독,기능사
곽봉숙,010-5982-8958,전기기능사,1952-04-05,인천 인천시험장,2026-08-02 22:11:00,접수완료,복지관,기능사
강태호,010-4838-7527,굴착기운전기능사,1950-06-05,서울 서울2시험장,2026-08-18 12:52:00,취소,복지관,기능사
송계순,010-8758-6840,굴착기운전기능사,1945-06-01,경남 창원시험장,2026-08-13 16:14:00,접수완료,가족보조,기능사
정태호,010-9873-9698,한식조리기능사,1961-06-02,제주 제주시험장,2026-08-19 18:52:00,접수완료,가족보조,기능사
심계순,010-6743-6357,굴착기운전기능사,1957-12-14,광주 광주시험장,2026-08-03 18:19:00,접수완료,복지관,기능사
양갑수,010-3810-7132,지게차운전기능사,1962-06-04,서울 서울1시험장,2026-08-01 21:47:00,접수완료,복지관,기능사
윤원호,010-1968-5244,한식조리기능사,1942-10-17,서울 서울남부시험장,2026-08-03 17:47:00,접수완료,본인단독,기능사
유필호,010-3204-4934,한식조리기능사,1966-09-13,대전 대전시험장,2026-08-03 09:29:00,접수완료,가족보조,기능사
노태호,010-6669-8148,한식조리기능사,1940-02-25,세종 세종시험장,2026-08-04 21:06:00,접수완료,가족보조,기능사
곽만복,010-7043-3022,한식조리기능사,1947-08-05,경기 수원시험장,2026-08-03 16:09:00,접수완료,복지관,기능사
양옥분,010-6146-5475,지게차운전기능사,1959-10-12,광주 광주시험장,2026-08-04 22:46:00,접수완료,복지관,기능사
민상원,010-5653-9980,한식조리기능사,1949-05-27,경북 포항시험장,2026-08-09 17:05:00,접수완료,가족보조,기능사
전일남,010-4540-8163,한식조리기능사,1962-10-11,대구 대구시험장,2026-08-08 17:13:00,접수완료,본인단독,기능사
송필호,010-1710-2158,지게차운전기능사,1930-07-03,강원 춘천시험장,2026-08-19 14:06:00,취소,복지관,기능사
박순옥,010-6677-8118,한식조리기능사,1963-05-24,충북 청주시험장,2026-08-05 11:04:00,접수완료,가족보조,기능사
허정자,010-8402-5986,지게차운전기능사,1932-03-06,대전 대전시험장,2026-08-18 19:08:00,접수완료,본인단독,기능사
노병수,010-2208-7817,한식조리기능사,1947-06-20,충남 천안시험장,2026-08-18 17:06:00,접수완료,복지관,기능사
박용기,010-8971-5837,굴착기운전기능사,1964-09-24,대전 대전시험장,2026-08-13 13:24:00,접수완료,복지관,기능사
문계순,010-1919-3367,굴착기운전기능사,1965-08-05,부산 부산시험장,2026-08-08 22:49:00,접수완료,복지관,기능사
곽기철,010-2500-1754,굴착기운전기능사,1958-12-26,충남 천안시험장,2026-08-04 22:18:00,취소,복지관,기능사
곽원호,010-6725-9950,전기기능사,1931-10-17,울산 울산시험장,2026-08-14 18:37:00,접수완료,가족보조,기능사
신일남,010-3224-5716,지게차운전기능사,1940-02-19,광주 광주시험장,2026-08-04 12:12:00,접수완료,복지관,기능사
김광수,010-4216-5966,한식조리기능사,1930-06-10,울산 울산시험장,2026-08-18 19:54:00,접수완료,복지관,기능사
이옥분,010-3616-7787,지게차운전기능사,1949-12-07,충북 청주시험장,2026-08-14 15:59:00,결제대기,복지관,기능사
정춘희,010-7021-3016,전기기능사,1935-02-25,울산 울산시험장,2026-08-05 15:21:00,결제대기,본인단독,기능사
노순옥,010-3183-6359,지게차운전기능사,1948-09-06,대구 대구시험장,2026-08-10 15:42:00,접수완료,가족보조,기능사
오영숙,010-1022-2487,굴착기운전기능사,1949-03-04,울산 울산시험장,2026-08-10 12:15:00,접수완료,가족보조,기능사
김경자,010-3159-5984,한식조리기능사,1954-05-04,제주 제주시험장,2026-08-14 22:26:00,접수완료,본인단독,기능사
배필순,010-1926-9525,한식조리기능사,1937-10-09,경기 수원시험장,2026-08-01 10:52:00,접수완료,복지관,기능사
양선옥,010-9272-5581,전기기능사,1942-01-05,울산 울산시험장,2026-08-14 16:39:00,접수완료,복지관,기능사
곽영자,010-3862-6949,한식조리기능사,1963-07-04,세종 세종시험장,2026-08-17 21:23:00,접수완료,본인단독,기능사
유계순,010-1364-5815,한식조리기능사,1933-07-15,인천 인천시험장,2026-08-17 15:53:00,결제대기,본인단독,기능사
강기철,010-2590-7955,지게차운전기능사,1935-11-11,광주 광주시험장,2026-08-01 11:45:00,접수완료,본인단독,기능사
홍동석,010-6666-4916,지게차운전기능사,1928-01-19,충북 청주시험장,2026-08-03 18:46:00,접수완료,본인단독,기능사
장만수,010-4456-9895,굴착기운전기능사,1932-11-27,세종 세종시험장,2026-08-17 22:20:00,취소,본인단독,기능사
백정순,010-1029-9142,지게차운전기능사,1939-03-08,광주 광주시험장,2026-08-03 14:35:00,접수완료,가족보조,기능사
임정호,010-6325-6748,지게차운전기능사,1947-09-09,인천 인천시험장,2026-08-03 17:49:00,접수완료,본인단독,기능사
정계순,010-1645-7059,공인중개사,1966/10/05,충북 청주시험장,2026-08-19 13:50:00,CONFIRMED,본인단독,2차
김운순,010-4062-7982,손해평가사,1965/05/16,강원 춘천시험장,2026-08-10 14:00:00,CONFIRMED,본인단독,1차
김만수,010-7998-8769,공인중개사,1962/04/24,전북 전주시험장,2026-08-19 11:07:00,CONFIRMED,가족보조,2차
백만복,010-2613-7810,손해평가사,1961/07/05,전북 전주시험장,2026-08-09 16:58:00,CONFIRMED,가족보조,1차
고인순,010-7754-5309,공인중개사,1959/12/02,광주 광주시험장,2026-08-13 21:31:00,CONFIRMED,본인단독,2차
윤원호,010-9385-8610,공인중개사,1928/08/04,울산 울산시험장,2026-08-17 22:54:00,CONFIRMED,본인단독,1차
문종수,010-8200-3150,공인중개사,1932/01/25,제주 제주시험장,2026-08-04 22:49:00,CONFIRMED,본인단독,1차
최복남,010-1496-5004,손해평가사,1948/12/15,강원 춘천시험장,2026-08-05 14:29:00,PENDING,본인단독,2차
임춘자,010-7723-7925,공인중개사,1948/07/09,경남 창원시험장,2026-08-10 21:29:00,CONFIRMED,본인단독,2차
양미자,010-1896-9588,손해평가사,1937/03/19,부산 부산시험장,2026-08-12 16:58:00,PENDING,본인단독,1차
임영호,010-9175-4163,공인중개사,1964/11/12,충남 천안시험장,2026-08-14 11:19:00,CONFIRMED,본인단독,1차
윤운순,010-2883-5838,손해평가사,1958/01/01,경기 성남시험장,2026-08-01 19:15:00,CONFIRMED,본인단독,2차
장태호,010-9769-6810,공인중개사,1936/12/13,충남 천안시험장,2026-08-01 21:09:00,CONFIRMED,본인단독,1차
황선옥,010-6087-7516,공인중개사,1959/04/28,대구 대구시험장,2026-08-14 10:39:00,CONFIRMED,본인단독,1차
백금순,010-4558-8008,손해평가사,1945/11/26,제주 제주시험장,2026-08-18 12:41:00,CONFIRMED,본인단독,1차
우용기,010-3165-8816,공인중개사,1952/03/18,제주 제주시험장,2026-08-02 14:02:00,CONFIRMED,가족보조,1차
백만복,010-7425-3851,손해평가사,1953/08/27,전남 순천시험장,2026-08-18 22:02:00,PENDING,본인단독,2차
양갑수,010-1064-8394,손해평가사,1956/06/11,대구 대구시험장,2026-08-06 16:35:00,CONFIRMED,본인단독,1차
백미자,010-1638-4373,공인중개사,1941/04/03,경남 창원시험장,2026-08-07 16:36:00,PENDING,가족보조,2차
허순옥,010-7982-6257,손해평가사,1930/10/03,서울 서울남부시험장,2026-08-03 10:43:00,CONFIRMED,가족보조,1차
심필호,010-9569-2663,손해평가사,1940/06/25,세종 세종시험장,2026-08-16 17:34:00,CONFIRMED,본인단독,1차
임점순,010-8227-3507,손해평가사,1942/09/02,서울 서울2시험장,2026-08-08 16:19:00,CONFIRMED,본인단독,2차
손순옥,010-1208-4202,공인중개사,1937/08/17,세종 세종시험장,2026-08-04 13:50:00,CONFIRMED,가족보조,1차
우말자,010-5628-9967,손해평가사,1947/12/27,전북 전주시험장,2026-08-09 21:07:00,CONFIRMED,가족보조,1차
고상원,010-2920-5442,손해평가사,1929/04/05,광주 광주시험장,2026-08-09 13:07:00,CONFIRMED,가족보조,1차
한옥분,010-2396-6639,손해평가사,1937/02/25,전북 전주시험장,2026-08-17 20:27:00,CONFIRMED,본인단독,2차
조원호,010-8419-7412,손해평가사,1945/02/20,경북 포항시험장,2026-08-12 09:55:00,CONFIRMED,본인단독,1차
곽만수,010-8949-3895,손해평가사,1948/04/13,부산 부산시험장,2026-08-07 15:49:00,CONFIRMED,가족보조,1차
강영수,010-6245-5399,손해평가사,1933/04/11,전북 전주시험장,2026-08-12 19:26:00,CONFIRMED,가족보조,1차
김춘희,010-9090-3451,공인중개사,1960/05/28,울산 울산시험장,2026-08-03 15:26:00,CONFIRMED,본인단독,1차
정동석,010-4887-8567,손해평가사,1966/08/10,부산 부산남부시험장,2026-08-08 19:01:00,CONFIRMED,본인단독,1차
주영수,010-1360-8189,손해평가사,1935/12/22,전남 순천시험장,2026-08-16 18:27:00,CONFIRMED,가족보조,2차
강용기,010-6566-3317,공인중개사,1948/04/03,강원 춘천시험장,2026-08-01 21:15:00,CONFIRMED,본인단독,2차
유영호,010-2676-1209,손해평가사,1965/02/28,강원 춘천시험장,2026-08-08 17:11:00,PENDING,가족보조,2차
김정자,010-6356-8048,공인중개사,1934/09/07,대전 대전시험장,2026-08-09 15:49:00,CONFIRMED,본인단독,2차
백성호,010-6110-5771,공인중개사,1929/05/27,제주 제주시험장,2026-08-07 12:44:00,CONFIRMED,가족보조,2차
성갑수,010-1454-1707,공인중개사,1938/11/10,제주 제주시험장,2026-08-03 19:19:00,CANCELLED,가족보조,1차
심춘자,010-3068-8917,공인중개사,1958/06/04,세종 세종시험장,2026-08-01 16:06:00,CONFIRMED,가족보조,2차
배삼석,010-7278-3148,손해평가사,1942/10/08,강원 춘천시험장,2026-08-13 09:13:00,CONFIRMED,본인단독,1차
하계순,010-1200-7850,손해평가사,1936/12/06,인천 인천시험장,2026-08-08 21:47:00,CONFIRMED,본인단독,1차
최용기,010-7432-6071,손해평가사,1939/06/24,충북 청주시험장,2026-08-11 19:18:00,CONFIRMED,본인단독,2차
하정자,010-4749-7971,손해평가사,1961/12/04,충북 청주시험장,2026-08-07 20:19:00,CANCELLED,본인단독,1차
남만수,010-8014-1043,공인중개사,1936/05/10,강원 춘천시험장,2026-08-05 22:22:00,CONFIRMED,가족보조,2차
고태호,010-1030-9441,공인중개사,1933/02/19,충남 천안시험장,2026-08-16 15:07:00,CONFIRMED,본인단독,1차
이상원,010-4827-7602,공인중개사,1950/03/25,제주 제주시험장,2026-08-18 14:59:00,CONFIRMED,본인단독,1차
안금순,010-6986-6371,손해평가사,1936/09/17,경남 창원시험장,2026-08-16 18:17:00,CONFIRMED,가족보조,2차
장기철,010-3105-8766,공인중개사,1948/07/24,전북 전주시험장,2026-08-17 21:12:00,CONFIRMED,본인단독,1차
장명자,010-5297-9787,공인중개사,1937/05/16,대전 대전시험장,2026-08-17 22:16:00,CONFIRMED,본인단독,2차
강병수,010-7723-1495,손해평가사,1963/02/24,경남 창원시험장,2026-08-04 19:53:00,CONFIRMED,가족보조,2차
홍성호,010-1734-5292,공인중개사,1956/04/25,강원 춘천시험장,2026-08-08 21:40:00,CANCELLED,가족보조,2차
이옥희,010-9292-6479,공인중개사,1958/12/05,제주 제주시험장,2026-08-19 09:40:00,CONFIRMED,가족보조,2차
정귀순,010-1538-6610,손해평가사,1929/08/14,전북 전주시험장,2026-08-08 11:43:00,CONFIRMED,본인단독,1차
황기철,010-5743-8274,공인중개사,1939/09/16,경기 수원시험장,2026-08-13 11:06:00,CONFIRMED,가족보조,2차
유원호,010-2008-8852,공인중개사,1931/08/26,강원 춘천시험장,2026-08-08 11:45:00,CONFIRMED,본인단독,1차
구영호,010-8012-2856,손해평가사,1931/06/11,울산 울산시험장,2026-08-07 20:59:00,CONFIRMED,가족보조,2차
오말순,010-4765-4558,손해평가사,1955/09/02,인천 인천시험장,2026-08-04 22:45:00,CONFIRMED,본인단독,1차
차정호,010-1348-2242,공인중개사,1928/07/04,부산 부산시험장,2026-08-08 10:44:00,CONFIRMED,가족보조,1차
차정호,010-9144-3042,공인중개사,1961/03/14,경북 포항시험장,2026-08-03 20:05:00,CONFIRMED,가족보조,2차
최기철,010-7070-3287,손해평가사,1956/02/11,경기 수원시험장,2026-08-02 22:24:00,CONFIRMED,본인단독,2차
장점순,010-2841-1433,손해평가사,1952/04/20,울산 울산시험장,2026-08-13 17:02:00,CONFIRMED,본인단독,2차
조복순,010-7179-2105,공인중개사,1936/08/15,대전 대전시험장,2026-08-15 17:33:00,CONFIRMED,본인단독,2차
김필순,010-2501-4664,공인중개사,1962/10/13,광주 광주시험장,2026-08-07 10:41:00,CONFIRMED,본인단독,2차
남영자,010-7574-5789,공인중개사,1933/03/26,경기 수원시험장,2026-08-16 20:19:00,CONFIRMED,가족보조,1차
오운순,010-4648-4561,공인중개사,1941/05/12,인천 인천시험장,2026-08-10 22:57:00,CONFIRMED,본인단독,1차
민정순,010-5602-3163,손해평가사,1956/03/05,경북 포항시험장,2026-08-13 18:03:00,CONFIRMED,본인단독,1차
한선옥,010-6505-6049,손해평가사,1937/05/20,충남 천안시험장,2026-08-01 09:06:00,CONFIRMED,본인단독,1차
